eventId,trainId,eventType,stationCode,distanceCovered,totalDistance,noOfDays,expectedArrivalTime,actualArrivalTime,expectedDepartureTime,actualDepartureTime,createdDate
0b7d3249-2ba3-44da-a2fa-78408048fa18,2197035,Departure,MTN,0,1020,2,,,22:38,22:45,2025-06-26 15:03:25.768104
1d757d9d-604f-4896-abaf-9d54b0043721,5936582,Departure,DIVA,0,465,3,,,14:13,14:13,2025-06-26 15:03:25.768831
57902101-3115-47c7-8e8d-0021ab686b33,7661292,Departure,NIDI,0,1801,3,,,03:45,03:45,2025-06-26 15:03:25.769604
0f7451c3-9eaa-40df-be8e-06444c04495b,6202048,Departure,GTBN,0,1720,1,,,01:53,02:15,2025-06-26 15:03:25.770372
18e296f0-ae79-4c36-a426-f27bc22d20b0,5892455,Departure,OMB,0,659,1,,,07:20,07:54,2025-06-26 15:03:25.771144
0431a43f-e082-40d3-a8d8-937c5c42feee,4449530,Departure,SWDV,0,1674,5,,,03:15,03:44,2025-06-26 15:03:25.771876
bf0d87cf-2051-45cc-a054-f7d53192d846,5966545,Departure,NEU,0,1246,3,,,02:26,02:26,2025-06-26 15:03:25.772728
6827e37a-737c-47f4-9a8d-ab76ae01f8b3,5487768,Departure,VDLR,0,355,4,,,01:33,01:33,2025-06-26 15:03:25.773487
99f5b53a-5ed4-4310-aa1e-a365b483eefa,4633898,Arrival,MSD,28,845,2,19:21,19:11,19:16,19:27,2025-06-26 15:03:25.776368
bdf58255-c772-4795-b216-d64ae006f61f,8352285,Departure,SNRD,0,1066,4,,,07:43,07:43,2025-06-26 15:03:25.777172
949d56b5-b438-4d2d-ba73-ec2a06227b4e,5816053,Departure,CHF,0,1823,4,,,17:59,17:59,2025-06-26 15:03:25.777917
b5ed3592-61e8-4624-a195-2f769cf8488c,1227417,Departure,VLDI,0,730,4,,,11:22,11:40,2025-06-26 15:03:25.778683
a2c45977-f669-4e8e-b859-9d6375c83e1b,9409844,Departure,NEU,0,195,1,,,04:30,04:58,2025-06-26 15:03:25.779419
3e99917c-0311-48ff-b917-3fe6c05a5671,4841231,Departure,SWDV,0,1550,2,,,12:55,13:45,2025-06-26 15:03:25.780134
101496ae-d099-4d7d-aed4-f84aec4bf740,5226862,Arrival,PNVL,36,1075,4,05:05,04:42,04:51,05:18,2025-06-26 15:03:25.782907
94e9ba18-d425-4eac-bb81-16a30deb8984,8443479,Departure,TKNG,0,1552,5,,,18:43,19:11,2025-06-26 15:03:25.783727
0323e453-c3d5-4002-8dd2-ae3bbe8c7303,9088836,Departure,DIVA,0,270,5,,,23:16,23:16,2025-06-26 15:03:25.784475
f386b249-6ff9-4346-b870-ae76cdb5d15f,7254290,Departure,KOPR,0,657,5,,,03:31,03:31,2025-06-26 15:03:25.785264
045c0777-ba4b-4f02-ae5d-c918dd00f095,4064157,Departure,VDLR,0,1810,4,,,10:17,10:17,2025-06-26 15:03:25.786017
f0dff80f-daa6-44b0-bc9f-6d3a03f6cbc4,4127379,Departure,BND,0,1559,1,,,14:09,14:09,2025-06-26 15:03:25.786783
8599d9d9-4ea3-4408-98c4-5cab0cb1c29e,6171832,Departure,VLDI,0,690,3,,,16:40,17:19,2025-06-26 15:03:25.787525
f16684f1-8fda-46d5-88bf-934ea5a843fb,7707891,Arrival,CCG,1,119,4,02:43,02:37,02:43,02:51,2025-06-26 15:03:25.790478
e602e11d-2856-49d8-89c1-939bd0d865d2,7039869,Departure,DI,0,1170,2,,,01:41,01:57,2025-06-26 15:03:25.791264
f81eadbb-c062-4b87-bc4e-989cb45b9803,4761940,Departure,RSYI,0,1505,5,,,22:51,23:13,2025-06-26 15:03:25.792152
82239407-9736-46a0-9735-7ffcf18583e2,8340131,Departure,PL,0,1114,3,,,07:32,07:32,2025-06-26 15:03:25.792959
4d766e60-5483-4cac-9a56-b2ea4e41717f,8067366,Departure,THS,0,146,5,,,15:41,15:41,2025-06-26 15:03:25.793703
ea3a03d1-dc46-4d93-8941-998cd6062777,7822288,Departure,SWDV,0,1707,2,,,00:07,00:07,2025-06-26 15:03:25.794456
eaad882a-c010-4064-91ef-ea89a382eee7,6927676,Departure,KLY,0,1320,1,,,22:45,22:45,2025-06-26 15:03:25.795208
33b24c77-a9bf-4e77-ac1f-6be47d69c769,4422070,Departure,THK,0,840,3,,,18:37,18:48,2025-06-26 15:03:25.795991
aa7226c9-a1a0-4467-9563-902bde480cbc,5378138,Departure,MLND,0,1286,2,,,00:50,00:50,2025-06-26 15:03:25.796738
efa71efb-ed20-4a3d-9f49-e822d6b6fcff,1299280,Departure,MANR,0,775,2,,,08:34,08:34,2025-06-26 15:03:25.797537
c8e636df-7751-42d2-9fce-387b87783631,4299603,Departure,DI,0,375,2,,,19:08,19:22,2025-06-26 15:03:25.798301
dd29285d-5619-4dda-bf20-e865f67119c8,3925685,Arrival,BEPR,5,131,1,23:50,23:45,23:50,23:57,2025-06-26 15:03:25.801135
8222ec04-fca2-4e03-843c-feb9200b20be,6789221,Departure,AIRL,0,674,5,,,12:12,12:12,2025-06-26 15:03:25.801945
6bebc140-87a2-4bea-9262-b1e6603b7357,4767950,Departure,KSRA,0,1088,3,,,21:49,22:10,2025-06-26 15:03:25.802713
314c0875-4709-4d83-9d99-a6222176f8f2,8089208,Departure,KYN,0,255,2,,,13:04,13:35,2025-06-26 15:03:25.803465
30c90d29-83d0-42b8-a923-9b7e01c020ee,9296842,Departure,KLVA,0,1086,5,,,18:53,19:10,2025-06-26 15:03:25.804247
2db2d72c-df7a-4055-a8cb-d3a8cb467746,8808603,Departure,MBQ,0,1242,4,,,22:14,22:35,2025-06-26 15:03:25.805001
a79f8fe8-eae3-47b9-90c5-0789f7bb0ceb,4224141,Departure,BIRD,0,207,1,,,00:29,01:03,2025-06-26 15:03:25.805712
d98d0b68-8b4f-4445-a52d-a229c2b97459,6602601,Departure,JITE,0,635,2,,,01:29,01:29,2025-06-26 15:03:25.806435
954fee12-e110-4d4e-836f-61a5e6aa5d60,6859312,Arrival,BSR/BS,61,1734,1,23:48,23:46,23:51,23:54,2025-06-26 15:03:25.809312
9965b724-7718-4dc9-9bb0-39451e0592ad,3809889,Departure,KPHN,0,150,3,,,20:25,20:33,2025-06-26 15:03:25.810066
00387c2b-27e9-4bc4-bc45-1ff92951b7d1,7137588,Departure,D/DR/DDR,0,1407,1,,,04:31,04:50,2025-06-26 15:03:25.810835
19cf8b94-a481-4ca8-86ad-678f0c3dc7ac,9959333,Arrival,KARD,9,285,3,22:42,22:39,22:49,22:47,2025-06-26 15:03:25.813614
7cbcbd92-c210-4702-965e-bf0fded80358,2302402,Departure,BND,0,238,2,,,17:10,17:10,2025-06-26 15:03:25.814411
6e569567-3be0-42c6-b99c-38e241fbdaa0,2972416,Departure,ATG,0,50,4,,,10:34,11:08,2025-06-26 15:03:25.815205
73ccc1d7-7e5d-489d-8789-cda97eb3f6d8,3729067,Departure,KDV,0,1767,4,,,20:36,20:36,2025-06-26 15:03:25.815951
e9498dec-c5d5-467a-b5a4-162ca6adb59c,1727252,Departure,DTVL,0,2000,5,,,09:16,09:16,2025-06-26 15:03:25.816681
bdf767db-2f6f-4c36-910c-482a885f6474,5884017,Departure,PNVL,0,446,2,,,15:17,15:32,2025-06-26 15:03:25.817427
100b0d41-8c6f-4b82-8d52-35075c270b2a,1610997,Departure,PEN,0,408,4,,,15:24,15:24,2025-06-26 15:03:25.818225
25e5a0bf-3eff-4438-8e9c-3555342d373e,2315976,Arrival,B/BA,53,939,2,09:04,08:40,08:48,09:09,2025-06-26 15:03:25.820942
f8ad0bf4-2eb1-41ff-a021-8460826e51e4,8691376,Arrival,JNJ,25,949,2,22:03,21:34,21:44,22:09,2025-06-26 15:03:25.823869
a5f52624-062d-4762-986b-440ca3fe74c3,4078515,Departure,VR,0,1475,3,,,04:32,04:32,2025-06-26 15:03:25.824597
0c1fc88a-42f2-414c-ad9b-5ea19658a4cc,7650185,Departure,PLG,0,1752,4,,,16:56,17:26,2025-06-26 15:03:25.825374
13570b94-e9c5-4e18-ab43-a4ba23c174a5,7942812,Arrival,BMNDG,33,1218,4,21:38,21:11,21:16,21:53,2025-06-26 15:03:25.828191
80daa6be-9833-4a06-8378-b1efa8faee79,4385152,Departure,MSD,0,589,4,,,17:44,17:44,2025-06-26 15:03:25.829013
09fb0700-ab58-412d-80fe-53d770fd6e52,7199287,Departure,MSD,0,449,2,,,19:57,19:57,2025-06-26 15:03:25.829800
4feeb316-6bf4-4090-b6b7-06a170e7e304,8347830,Departure,CCG,0,1592,1,,,14:16,14:25,2025-06-26 15:03:25.830565
1764f1ba-7bb8-45ae-bb72-1337ec331fb4,6185711,Departure,KDV,0,1535,1,,,13:29,13:39,2025-06-26 15:03:25.831290
368da91a-6956-47be-8c58-7b0b0dce641a,8939974,Departure,RABE,0,152,2,,,12:00,12:00,2025-06-26 15:03:25.832034
19fffd19-d9e0-4056-a5f4-abc9501ecc0a,4743352,Departure,GNSL,0,1385,4,,,00:30,00:30,2025-06-26 15:03:25.832764
62bf4f0b-9245-4e8e-997f-d0a09e69549f,2145755,Departure,VLP,0,1315,5,,,23:01,23:06,2025-06-26 15:03:25.833506
f8feed8e-bf47-4bf7-b75c-40c14242f9f0,4757621,Departure,TPND,0,1182,5,,,03:36,04:08,2025-06-26 15:03:25.834234
2fb05751-ee67-40a8-a2ab-85bf36db7ad2,5885230,Departure,PDI,0,1960,3,,,23:48,23:48,2025-06-26 15:03:25.834948
8a5c5f56-216d-4d06-825a-47fd1238e654,7433698,Departure,CSMT/ST,0,1142,5,,,07:28,07:45,2025-06-26 15:03:25.835705
61715134-9327-48ee-bd16-8d132547cf3e,4351977,Departure,JCNR,0,1735,1,,,12:15,12:34,2025-06-26 15:03:25.836500
5fc3c5e9-6c39-4307-b084-2d94010c873f,1942981,Departure,JTT,0,1092,2,,,16:05,16:05,2025-06-26 15:03:25.837246
54fc9441-ca5f-4210-a1a4-1908f09c502c,1953147,Departure,G,0,240,2,,,10:23,10:47,2025-06-26 15:03:25.838100
bbc8aa6e-a31c-459d-80f9-83124b45e551,3173511,Departure,BOR,0,993,3,,,22:10,22:10,2025-06-26 15:03:25.838827
321e7f33-474e-4ba3-a32d-c7a8f8878820,6959246,Departure,BO/BVI,0,461,4,,,18:15,18:33,2025-06-26 15:03:25.839601
f5cf5343-154b-4dfa-8677-8bf2d8dcde3c,7867125,Departure,MEL,0,584,1,,,18:07,18:07,2025-06-26 15:03:25.840389
c67a3cd9-6b12-4d8c-b0bd-79886dcae01b,6756436,Departure,NVRD,0,1856,1,,,21:35,22:13,2025-06-26 15:03:25.841137
983decc6-2b9e-48f3-97dc-bc3f974aa2df,3308207,Departure,PLG,0,1177,4,,,21:46,22:23,2025-06-26 15:03:25.841878
db364d41-fd1d-4186-8f09-1fb56c306496,1058081,Departure,SNRD,0,707,1,,,03:35,03:35,2025-06-26 15:03:25.842894
24239716-5472-4013-af1d-2fcdda500e7f,6080537,Departure,GMN,0,1711,3,,,12:24,12:24,2025-06-26 15:03:25.843651
2f458285-53da-454f-98d8-9028d9fec522,5986463,Departure,MTN,0,1469,3,,,05:42,06:25,2025-06-26 15:03:25.844436
d16ecd38-7673-420d-b522-092b6a1e9be6,5559754,Departure,DI,0,514,5,,,10:18,10:34,2025-06-26 15:03:25.845229
9689a846-feac-4536-8eed-6eae8a7e7eb5,4940909,Departure,DI,0,237,2,,,15:24,15:24,2025-06-26 15:03:25.845989
25f6495c-5c56-4632-b123-9ff8162aae79,2210579,Departure,KARP,0,494,4,,,16:08,16:26,2025-06-26 15:03:25.846702
7db17834-3d66-4849-bb8c-860dbadd7c79,2773110,Departure,C/CH,0,1910,3,,,06:02,06:02,2025-06-26 15:03:25.847490
0f9ac86a-d4ed-44a8-b025-d982775226e2,8701969,Departure,MEL,0,136,5,,,12:53,13:07,2025-06-26 15:03:25.848253
18ab33de-9ff0-4b63-93d7-b0a6cadc6835,6664002,Departure,OMB,0,499,1,,,12:23,12:23,2025-06-26 15:03:25.849018
40405ac2-c028-42f3-88ac-1da11ce57a49,5281686,Arrival,CSMT/ST,60,1719,4,03:48,03:42,03:49,04:04,2025-06-26 15:03:25.851834
124f64bd-4c68-40df-8c00-79897f1273e1,8721000,Departure,CTGN,0,1423,2,,,09:06,09:47,2025-06-26 15:03:25.852624
e5bb9f63-9a8f-4649-9f98-fa824c0c70a4,6047404,Departure,KNDS,0,941,3,,,05:34,06:05,2025-06-26 15:03:25.853419
20956ec8-864c-4dd6-a086-cec6912142c8,7335681,Departure,KLVA,0,1190,1,,,10:36,10:36,2025-06-26 15:03:25.854351
5fcf842a-769e-43b2-b0f8-d0c75c03081b,8591055,Departure,BVS,0,655,2,,,23:38,23:46,2025-06-26 15:03:25.855147
af0ca6b2-cb1d-4821-8c61-1a629c58e18e,9530882,Departure,PBHD,0,599,3,,,01:20,01:39,2025-06-26 15:03:25.855902
35fb9be1-578c-4bcb-bb74-5f6683cc2e9a,5261906,Departure,DLV,0,483,4,,,07:23,07:23,2025-06-26 15:03:25.856686
5eecf18f-1984-4a6e-9ebe-6a7fe6bb1f36,2673797,Departure,DI,0,923,2,,,18:52,18:52,2025-06-26 15:03:25.857525
cf46d3a7-1877-476c-9847-5a58958326a5,3801498,Departure,VSD,0,1602,3,,,09:40,09:57,2025-06-26 15:03:25.858264
3608854a-bd79-4a0e-98bb-1584eea19b4d,3460626,Departure,RSYI,0,381,2,,,10:08,10:56,2025-06-26 15:03:25.858988
8d0fc945-0b75-4585-9ed0-23dd07406914,8932838,Arrival,CYR,1,189,5,13:26,13:21,13:29,13:38,2025-06-26 15:03:25.861895
aa50d250-415b-47f6-8d23-58f177137b34,8650050,Departure,VLP,0,1030,1,,,13:55,14:19,2025-06-26 15:03:25.862649
80f03e61-d678-413d-be4d-6b7526d14aa0,6755011,Departure,VGN,0,404,1,,,03:48,03:48,2025-06-26 15:03:25.863518
88c7f44a-5df3-49f5-bbd1-2b2cf829fac6,8563807,Departure,BEPR,0,1921,2,,,11:25,11:25,2025-06-26 15:03:25.864300
3e3c4efe-a478-4fc9-a612-063b07509959,5124409,Arrival,MTN,18,579,3,15:02,14:34,14:41,15:18,2025-06-26 15:03:25.867077
b5c451a1-9c5d-4be4-aac9-a10aeb5b1c23,6047517,Departure,NSP,0,1271,4,,,18:25,18:25,2025-06-26 15:03:25.867844
b57a18b1-c4c7-4018-ad78-133f80b02751,5989347,Departure,NVRD,0,551,3,,,11:00,11:00,2025-06-26 15:03:25.868576
feabd6f3-4937-47e4-9994-403edb66a671,3630963,Departure,APTA,0,345,3,,,09:39,09:39,2025-06-26 15:03:25.869312
4ce8a741-b515-4bea-8649-0f87341d4fd2,8789205,Departure,GNSL,0,1747,1,,,00:05,00:05,2025-06-26 15:03:25.870098
eae6ab40-6a1e-4bbe-9db2-50038a28cd18,6568695,Departure,PDI,0,601,3,,,07:17,07:17,2025-06-26 15:03:25.870847
703d4dde-5680-40ca-9680-c9d37a320608,6765585,Departure,NVRD,0,1968,2,,,08:23,08:23,2025-06-26 15:03:25.871565
7db85e8c-7930-457b-8ef9-7a585216698e,7943044,Arrival,SHLU,33,1299,1,21:03,20:44,20:53,21:22,2025-06-26 15:03:25.874542
89cd4808-dd4e-43c9-9b0d-5eeb74133028,1086447,Departure,NEU,0,91,4,,,10:16,10:16,2025-06-26 15:03:25.875335
63a2b9de-4808-4b6b-a8a5-ef81f0db91c9,7796954,Departure,SMNE,0,1751,4,,,02:20,02:26,2025-06-26 15:03:25.876123
194a6fdd-a010-4e71-977b-5e0d56d3725e,7304596,Departure,NIDI,0,318,3,,,08:44,09:05,2025-06-26 15:03:25.876909
3f0332ed-eb50-449e-becb-3fba1bd25e9e,1853852,Arrival,SIN,71,1960,4,16:46,16:18,16:27,17:00,2025-06-26 15:03:25.879692
f7597b51-beb8-4592-805f-ad2bc4bbb4fd,4991326,Departure,UOI,0,196,2,,,10:43,10:43,2025-06-26 15:03:25.880465
187c970f-f71a-4787-a15a-35cf69cf40f9,6491289,Arrival,KYN,48,1356,2,23:56,23:44,23:51,00:10,2025-06-26 15:03:25.883266
221de1c0-3754-43d1-aa3e-fe48f21a2677,5954928,Departure,PNVL,0,616,1,,,20:04,20:04,2025-06-26 15:03:25.884062
2744a6bf-da1f-42c3-95e1-eb0ceb4d713a,1378321,Arrival,GTR,74,1315,2,15:51,15:29,15:36,15:57,2025-06-26 15:03:25.887022
394432a8-8a9d-4946-8c9d-28658c1b31c1,9856085,Departure,NEU,0,1330,4,,,01:21,01:59,2025-06-26 15:03:25.887771
22f05d3c-381d-4d60-8553-2f319c768974,5110667,Departure,KE,0,1435,3,,,15:38,15:48,2025-06-26 15:03:25.888484
d8275dc2-6eb6-4923-a7ad-20b07037909f,5530505,Departure,KHAG,0,820,1,,,10:40,11:22,2025-06-26 15:03:25.889267
862425ff-3c24-470a-8e0e-d3c2cf51f8f5,4508400,Arrival,D/DR/DDR,80,1463,5,08:55,08:27,08:36,09:12,2025-06-26 15:03:25.892058
cea2b434-6729-460d-9d38-51058c79aab0,3579519,Departure,BND,0,1439,5,,,05:21,05:31,2025-06-26 15:03:25.892869
b09aff8e-6d22-4038-8d8b-bedaa63bbe79,5589034,Departure,MX,0,940,3,,,05:10,05:10,2025-06-26 15:03:25.893627
9fe019e7-8ff8-4168-8200-e0f2ae860eaa,1568318,Departure,KLV,0,1134,2,,,15:02,15:02,2025-06-26 15:03:25.894391
55de215a-a905-45da-abcd-1025c1a873ce,3708351,Departure,SIN,0,1568,2,,,21:11,21:11,2025-06-26 15:03:25.895123
c9d4e5d6-7a75-4934-a3e1-2bed956e540f,1129569,Departure,NRL,0,1545,5,,,03:29,03:29,2025-06-26 15:03:25.895976
480236b5-d79e-40b7-9561-4b1be758e92f,8742100,Departure,VVH,0,1740,1,,,18:51,18:51,2025-06-26 15:03:25.896704
a81b8fe5-1a5b-42dd-873d-b29a51107480,7639061,Departure,PNVL,0,1029,3,,,11:08,11:21,2025-06-26 15:03:25.897461
27c7f4f0-727b-45e6-bf51-81081162dc8f,8312071,Departure,MM,0,1765,5,,,06:31,06:31,2025-06-26 15:03:25.898225
57fde798-d284-42b1-b60f-e9cbfda8b3e0,5858760,Departure,STC,0,1614,2,,,18:18,18:38,2025-06-26 15:03:25.898996
7bfc5873-4cdc-4474-bc9f-e538c2e060e1,9704086,Departure,SWDV,0,62,5,,,19:21,19:21,2025-06-26 15:03:25.899795
1341838b-f49b-46e4-9da3-dc5346c92759,9999073,Departure,BO/BVI,0,868,3,,,01:26,01:26,2025-06-26 15:03:25.900587
211147d2-9eff-4ddd-bacc-9a4750dc99d1,1130533,Departure,C/CH,0,1569,4,,,18:51,18:57,2025-06-26 15:03:25.901362
a9c17018-eb3d-4e48-875c-242132e54e66,8455162,Departure,A/AD/ADH,0,732,2,,,22:45,22:45,2025-06-26 15:03:25.902129
a0b7e4cc-466e-4283-bc6a-1913f04a07f3,7937666,Departure,KJMG,0,1455,4,,,09:52,09:52,2025-06-26 15:03:25.902858
33692f79-bd53-4cf2-a0fa-9c4be9c73960,8185364,Departure,MAE,0,183,1,,,09:42,09:42,2025-06-26 15:03:25.903650
b7e0fd6c-f681-449d-8e5e-1f027e1868ca,3237508,Departure,CHG,0,438,3,,,20:48,21:15,2025-06-26 15:03:25.904405
5fd875a6-fa25-45fa-afc5-4e7d357f4654,3022148,Departure,MRU,0,1076,1,,,15:37,15:37,2025-06-26 15:03:25.905171
3e5119c3-ff74-45f7-9a2a-0abf2d377b13,7294025,Departure,C/CH,0,1723,2,,,09:54,10:20,2025-06-26 15:03:25.905914
4ab84f1b-bf9d-48e3-9a2b-1ca27d6b4696,5858395,Arrival,NEU,85,1501,1,07:13,06:52,07:00,07:28,2025-06-26 15:03:25.908691
1ad6fbf3-095d-4fcd-a999-53b9a927f1aa,1151129,Departure,KJMG,0,1624,5,,,20:54,20:54,2025-06-26 15:03:25.909457
b291f13f-abdd-4327-9655-8afdd9945a00,3468560,Departure,VR,0,1263,3,,,07:20,07:20,2025-06-26 15:03:25.910229
97322de3-1223-47c3-8031-c1eaadc0b08b,8717884,Departure,KARD,0,1622,1,,,12:23,12:23,2025-06-26 15:03:25.910977
84db2d7f-7a88-4647-8e1d-be251f1920a6,7212613,Departure,KLMG,0,600,4,,,05:26,05:59,2025-06-26 15:03:25.911792
a9b3342d-febb-4451-b222-6fa586babb28,3186317,Arrival,SAH,72,1319,1,08:55,08:42,08:51,09:15,2025-06-26 15:03:25.914567
3afd2a0a-eef1-4722-80d9-94d6a7610524,1596409,Departure,PNVL,0,773,2,,,13:10,13:10,2025-06-26 15:03:25.915374
48e8ab00-1b95-49b4-9c90-eb552c924d07,7907700,Arrival,ROHA,8,450,5,05:06,04:50,04:55,05:20,2025-06-26 15:03:25.918869
d35dbefc-1e6f-4e55-b560-d7f9b9743aa0,1840867,Departure,TNA,0,132,1,,,11:19,12:07,2025-06-26 15:03:25.919674
d5055f87-a321-4d9d-b789-f2276310bcd8,6602376,Departure,PBHD,0,1368,3,,,22:15,22:15,2025-06-26 15:03:25.920495
22d842fc-a699-40f1-b387-b9a42ab50001,6256638,Departure,MANR,0,259,1,,,16:15,16:15,2025-06-26 15:03:25.921281
046a282f-03e9-4b7f-ad6e-5a1b1db88f6f,2706728,Departure,PL,0,351,1,,,23:50,23:50,2025-06-26 15:03:25.922106
1599a13a-9394-4885-91ea-1ac160fb1613,5295943,Departure,KLE,0,1614,4,,,23:32,00:06,2025-06-26 15:03:25.922901
518921f3-f756-40a1-ae80-f48da4e36877,4360160,Departure,DLV,0,1780,4,,,03:38,03:38,2025-06-26 15:03:25.923706
e6fb17ec-7377-45e9-9883-032a683d3b64,1924509,Departure,TNA,0,881,5,,,16:39,17:28,2025-06-26 15:03:25.924502
020e953d-8785-411d-9058-67624ed5983f,9226447,Departure,SAH,0,1924,2,,,05:08,05:23,2025-06-26 15:03:25.925317
2fc86600-e536-455b-93a2-129425aa29dc,1714384,Departure,NSP,0,1178,5,,,08:08,08:08,2025-06-26 15:03:25.926086
55b9ab91-38c6-4ffb-85fb-0e0fdb05ac44,5390092,Arrival,DRD,95,1763,3,01:20,01:11,01:20,01:39,2025-06-26 15:03:25.928991
51272ede-a9bc-4f18-a49a-619b8680d064,2644996,Departure,MTN,0,244,3,,,03:15,03:57,2025-06-26 15:03:25.929756
6c9c9cd0-6efa-4b8e-b050-a96bc3476d3e,5323340,Departure,JOS,0,1358,2,,,07:52,08:41,2025-06-26 15:03:25.930557
e7a58952-2c0f-4106-b78d-e0e5a04f4741,1341244,Departure,UOI,0,665,2,,,07:04,07:04,2025-06-26 15:03:25.931316
ebe22fd0-5233-495b-804d-b0301b5de073,7796552,Departure,CYR,0,966,1,,,02:17,02:17,2025-06-26 15:03:25.932073
e1b697f0-eb6d-44bd-b222-02a050ad18e2,7639615,Departure,VSH,0,524,3,,,21:06,21:46,2025-06-26 15:03:25.933032
77315276-296d-4e0c-a778-a129087e3a7b,9298315,Arrival,MLND,6,191,3,16:38,16:37,16:43,16:52,2025-06-26 15:03:25.936213
7c4a02c4-192d-4bf9-a38d-467da223345d,2800744,Arrival,BUD,42,1187,2,16:13,16:00,16:09,16:25,2025-06-26 15:03:25.939126
8a4e262f-c791-4a03-937a-7f1d9c4115d7,6343997,Departure,NRL,0,1672,5,,,19:52,20:40,2025-06-26 15:03:25.939946
48138996-3eff-4895-af59-a5a8d06c5b37,2109860,Departure,MX,0,973,3,,,13:51,14:40,2025-06-26 15:03:25.940719
9f70c020-8363-4b1e-abc3-c0023dc3b30a,8560669,Arrival,TLA,56,1514,4,15:30,15:26,15:35,15:45,2025-06-26 15:03:25.943638
4b5ba710-c1b7-4605-b65d-4e3b0cf62864,2697710,Arrival,BIRD,6,291,1,15:17,14:53,14:59,15:33,2025-06-26 15:03:25.946633
7476b226-c3a7-40e0-88a8-3f4496ce5a2c,1936709,Departure,RRD,0,1837,2,,,23:28,00:17,2025-06-26 15:03:25.947427
b2b7b369-c67b-4461-83f6-be3280b3f693,6807236,Departure,MEL,0,760,4,,,13:43,13:43,2025-06-26 15:03:25.948239
af21e179-a7b0-40b6-a9f4-961b10fcb85b,5835526,Departure,BND,0,1751,5,,,06:41,07:23,2025-06-26 15:03:25.948999
7f15c4ad-791f-4a88-83a1-03f282f1cea4,6664961,Arrival,BND,23,854,5,19:46,19:31,19:41,19:55,2025-06-26 15:03:25.951849
f9c498c8-2b42-4b58-b85b-017e6665b7be,2958373,Departure,DRD,0,1801,1,,,13:12,13:12,2025-06-26 15:03:25.952649
bf73563d-b2ff-4ad7-91e5-ff1fc067cbf8,1783330,Departure,UOI,0,1371,1,,,04:42,05:00,2025-06-26 15:03:25.953436
a68e103c-0278-4df4-b210-3d067b38c921,4336772,Arrival,TNA,85,1498,5,21:04,20:57,21:04,21:15,2025-06-26 15:03:25.956172
785792a1-6ae4-4697-941a-bccc97ff687d,3775151,Departure,KLMG,0,559,5,,,19:56,20:07,2025-06-26 15:03:25.956947
20ed9a0f-c39c-4e40-8646-8218a33f4da2,2981492,Departure,NSP,0,950,3,,,08:42,08:47,2025-06-26 15:03:25.957676
b54336f5-2dec-4e4c-8969-cff9c2a1b39e,6720616,Departure,PNVL,0,787,3,,,17:02,17:02,2025-06-26 15:03:25.958422
03095d62-a950-450c-aedb-0b5e5e533094,7878420,Departure,ABY,0,996,1,,,03:39,04:00,2025-06-26 15:03:25.959210
c2f8a9e3-e141-4ca4-a886-df14732ff63f,8248019,Departure,ABH,0,1352,3,,,05:22,05:46,2025-06-26 15:03:25.959989
273f4e55-218b-4520-9400-af1d4cba21ca,6552241,Departure,BOR,0,440,2,,,07:58,07:58,2025-06-26 15:03:25.960771
6f2e4dc5-208b-4505-b425-62c188770c27,5453121,Departure,BY,0,254,5,,,15:25,15:25,2025-06-26 15:03:25.961547
7fc3cd7d-b725-41ab-88fb-661e871f17b4,6081499,Departure,MDD,0,1008,2,,,02:26,02:26,2025-06-26 15:03:57.626932
a16548e3-2cc4-4d5b-92b7-b6c178291812,3951556,Departure,MTN,0,890,4,,,20:12,21:01,2025-06-26 15:03:57.628641
0b8fadc7-559b-4a31-a6b8-76aacc250111,9190883,Departure,JITE,0,1743,3,,,01:17,01:48,2025-06-26 15:03:57.630308
9fea6560-8265-4a35-8cd0-87022fe734fe,8121370,Departure,AMNA,0,1601,3,,,01:28,01:28,2025-06-26 15:03:57.631918
c99e33cb-727b-4e2c-9b67-e7e40219014f,7460142,Departure,KHAG,0,1537,3,,,10:16,10:16,2025-06-26 15:03:57.633526
f24b84f3-9cde-4dce-8f5d-04afc1e76871,3764006,Departure,KJMG,0,140,4,,,18:46,18:54,2025-06-26 15:03:57.635161
b23755bb-96dd-42a2-92e2-f878ab569634,7173638,Departure,GNSL,0,1232,4,,,11:27,11:39,2025-06-26 15:03:57.636651
76aa9747-f61b-436f-a88f-5bbc00a2f845,9566158,Departure,DTVL,0,1230,5,,,07:38,07:51,2025-06-26 15:03:57.638215
7878b65b-7173-4a93-af0b-1c05179c0bca,4632434,Arrival,KLMG,57,1637,2,21:24,20:59,21:08,21:36,2025-06-26 15:03:57.648183
919ebfc3-c75e-4941-baca-0a52c2e94e33,9522377,Departure,VK,0,733,2,,,21:54,21:54,2025-06-26 15:03:57.649839
91dacd3f-6668-4ca0-b427-31ff0a2293aa,6975037,Departure,GTR,0,429,2,,,03:29,03:29,2025-06-26 15:03:57.651359
38f4a3cf-c816-4783-89b3-1a36fbb00db2,1735319,Departure,KLV,0,187,1,,,16:32,16:53,2025-06-26 15:03:57.652898
a8124032-9edb-4dd1-9a09-5f015e0ba222,1311166,Departure,BSR/BS,0,1727,3,,,03:53,03:53,2025-06-26 15:03:57.654531
