trainId,trainNo,category,operator
9335916,22401,Superfast,Govt
3040524,4035,Mail,Joint
1785732,19020,Mail,Joint
5821396,22659,Express,Joint
8602223,12687,Passenger,Govt
9053108,12287,Express,Joint
2815870,19019,Passenger,Joint
1411672,29020,Local,Govt
1567362,12018,Express,Joint
7345810,12017,Local,Private
6782250,22919,Mail,Govt
2801546,19263,Passenger,Govt
5248336,17058,Mail,Govt
7300752,17057,Mail,Joint
7998280,5421,Local,Private
6346642,12848,Express,Govt
7726809,2250,Superfast,Private
3133309,13417,Superfast,Govt
7821253,22877,Passenger,Joint
9281846,22889,Passenger,Joint
7946179,22873,Local,Private
8742100,13352,Mail,Joint
6029126,14036,Local,Govt
3027207,12822,Superfast,Govt
7434074,12821,Superfast,Private
5735051,59393,Passenger,Private
9697857,13351,Passenger,Joint
9101039,12832,Superfast,Private
1422921,12386,Local,Private
6161805,13331,Mail,Govt
5634417,3327,Mail,Private
7687118,15929,Mail,Private
2151105,15901,Local,Private
1374036,11045,Superfast,Govt
5884017,11046,Passenger,Joint
1813521,50105,Local,Govt
2981492,52544,Superfast,Private
2999785,52588,Superfast,Private
6849891,52540,Local,Private
1056963,52572,Mail,Govt
9051030,5736,Express,Private
5755799,4041,Express,Joint
5934486,4932,Local,Govt
4724887,4413,Express,Joint
8857341,13120,Passenger,Govt
9476925,4002,Passenger,Private
1549668,14001,Express,Private
2003778,54078,Express,Private
8505260,4432,Mail,Private
6739678,4206,Passenger,Govt
1078532,4031,Superfast,Govt
5110667,15116,Superfast,Joint
8843257,14206,Local,Private
4155378,14731,Express,Private
5059343,3686,Passenger,Govt
3541246,14011,Mail,Govt
3782824,14659,Passenger,Private
4329181,4438,Local,Joint
3299075,4037,Passenger,Govt
4238537,14037,Passenger,Joint
2988391,4411,Express,Govt
8339492,14521,Express,Joint
9970114,52576,Mail,Private
1026815,3402,Mail,Joint
2456448,13247,Passenger,Private
4111006,83132,Mail,Private
6430547,3236,Local,Joint
3543890,23226,Passenger,Govt
6768888,18184,Express,Private
7431241,13010,Express,Joint
8605117,13009,Passenger,Private
5213881,23010,Local,Private
3268331,13244,Express,Govt
5966545,12131,Local,Govt
2696034,1003,Passenger,Govt
6399896,18209,Superfast,Govt
6679089,18620,Passenger,Joint
7888303,18241,Mail,Govt
4629030,18207,Local,Joint
4212758,18215,Superfast,Private
7060757,12549,Local,Private
4251329,1708,Superfast,Govt
4071741,18211,Express,Joint
9783406,18213,Passenger,Govt
5234435,9718,Local,Private
5330430,18205,Mail,Private
8680109,18201,Express,Govt
6731279,8798,Mail,Govt
5436151,18426,Superfast,Govt
8800753,58529,Express,Govt
9485175,12357,Mail,Joint
4856159,12220,Mail,Private
6682326,12269,Passenger,Govt
4368124,12266,Mail,Private
1010636,12213,Local,Private
2328385,22201,Superfast,Joint
7094709,22214,Superfast,Govt
9805218,12246,Superfast,Private
8651097,22202,Express,Joint
4223394,9726,Mail,Govt
4790180,15636,Express,Joint
5559754,17302,Local,Joint
2155807,56904,Local,Joint
4432439,18645,Local,Govt
4727940,18646,Express,Private
7519772,16606,Superfast,Joint
6820187,16605,Mail,Private
4215998,12677,Express,Govt
9063227,16314,Express,Joint
1714384,16306,Passenger,Private
3954479,16187,Superfast,Joint
7803527,22608,Mail,Joint
5433927,12684,Local,Private
1063081,6055,Mail,Govt
4965175,6345,Local,Govt
8808603,22816,Superfast,Govt
1785051,16188,Local,Govt
1215942,1066,Superfast,Joint
3444075,12224,Passenger,Joint
4658308,12646,Passenger,Govt
3210410,12283,Local,Private
8047197,16359,Express,Private
1529505,22149,Local,Private
9227895,2854,Local,Govt
1748998,6549,Express,Private
7270050,59827,Local,Private
1831901,12704,Superfast,Govt
1494856,12703,Mail,Joint
8153846,13413,Local,Joint
2216292,13483,Local,Govt
9747386,13484,Express,Govt
2412206,13414,Superfast,Joint
3722380,51028,Express,Govt
1580459,51027,Passenger,Govt
5299654,14205,Local,Govt
3114930,22104,Express,Govt
3206071,14732,Passenger,Joint
1569783,9770,Superfast,Joint
5213111,12921,Superfast,Private
4605453,12922,Superfast,Private
6356305,7138,Passenger,Joint
6338871,19024,Local,Private
9267935,4740,Passenger,Private
4267330,14625,Express,Joint
6597286,19023,Superfast,Private
6342226,5718,Express,Joint
6752643,5216,Local,Joint
7042285,8891,Local,Govt
7399447,8897,Superfast,Govt
4452685,8297,Express,Govt
8884309,12616,Local,Govt
6822720,58209,Local,Joint
9359051,18239,Passenger,Govt
9805360,13018,Passenger,Govt
1544186,13017,Express,Govt
8403028,19451,Local,Private
1346861,16336,Express,Govt
4904721,16506,Passenger,Private
6423529,9456,Passenger,Private
5773509,14216,Superfast,Joint
9558514,14215,Local,Joint
2449790,13186,Local,Private
2348431,13329,Superfast,Govt
8374191,13330,Passenger,Govt
2233847,12669,Express,Private
4562219,12670,Local,Govt
7867932,13185,Mail,Private
1225943,13308,Mail,Govt
4560974,13307,Express,Joint
8293368,12937,Passenger,Private
2177599,12938,Passenger,Govt
9660972,14043,Superfast,Joint
6852803,14044,Passenger,Private
3593359,15715,Passenger,Private
3933706,15716,Passenger,Joint
7623438,16532,Local,Private
1141651,12203,Local,Private
3133836,14606,Local,Govt
6885619,14605,Local,Joint
2681233,12050,Express,Joint
8214043,12049,Passenger,Govt
7582342,2397,Passenger,Govt
5871140,1660,Mail,Govt
5499915,13024,Passenger,Govt
8756839,1710,Superfast,Private
7434414,15619,Passenger,Private
3457990,12389,Express,Private
2302062,13510,Passenger,Joint
8203873,14214,Mail,Govt
5836783,11111,Superfast,Govt
6878785,2710,Mail,Joint
4864514,15632,Passenger,Govt
5375776,5969,Superfast,Private
8722936,12517,Superfast,Joint
6632726,5609,Mail,Govt
8809228,2502,Local,Joint
5585765,3058,Local,Joint
8698445,15606,Superfast,Govt
3575654,6335,Express,Govt
6800037,15646,Superfast,Joint
7228161,15648,Passenger,Joint
1869796,15617,Passenger,Private
4752209,2261,Mail,Joint
9133819,15640,Express,Joint
4471211,22423,Express,Private
1457540,12510,Mail,Private
5455572,12514,Mail,Joint
4162540,7250,Passenger,Private
7971978,7150,Superfast,Govt
9570652,55615,Local,Private
2251117,2262,Express,Private
5093318,12516,Mail,Govt
7173638,12508,Local,Joint
3418187,9455,Superfast,Govt
3551377,12993,Mail,Private
4426087,19453,Passenger,Govt
9201936,16505,Passenger,Private
1795943,18502,Express,Govt
8389831,12860,Mail,Private
6998881,12859,Express,Private
6169553,19410,Local,Private
8223209,15057,Superfast,Govt
9086360,5027,Superfast,Joint
5434948,5035,Superfast,Joint
2140861,5039,Local,Private
4123437,5049,Passenger,Govt
5342997,5051,Local,Govt
1626437,5037,Superfast,Joint
2728966,5057,Passenger,Govt
5909293,13508,Superfast,Joint
1274416,2533,Local,Govt
2718523,1078,Local,Private
6470741,15005,Superfast,Govt
4532725,5610,Mail,Govt
6783705,15105,Superfast,Govt
5074854,15104,Express,Private
6533363,12532,Superfast,Private
6114604,15020,Mail,Private
1850271,2529,Express,Joint
7527454,3132,Mail,Govt
3114618,3136,Mail,Joint
6195247,15050,Express,Joint
4278018,15052,Express,Joint
1373612,15018,Passenger,Govt
4652955,11082,Passenger,Govt
8071805,11080,Passenger,Joint
1005908,2018,Passenger,Private
7541062,2016,Passenger,Joint
9744887,1048,Passenger,Private
3654173,5031,Superfast,Joint
7900551,12541,Mail,Govt
2668220,55149,Superfast,Private
7200223,15045,Local,Joint
4773611,2528,Express,Joint
8759719,2017,Local,Private
7137524,2015,Superfast,Private
3027233,15029,Passenger,Govt
7258859,11038,Passenger,Govt
7900308,5023,Express,Govt
1129569,12589,Mail,Joint
1596047,15022,Local,Joint
2213710,15023,Passenger,Govt
6472480,12591,Passenger,Govt
4598103,15015,Superfast,Govt
3913242,19309,Express,Govt
8701332,22118,Passenger,Private
3064341,57306,Express,Govt
4725140,12705,Express,Private
2351000,7229,Mail,Joint
2820458,12780,Express,Govt
5573515,12779,Local,Private
3712536,12449,Express,Private
4320512,12450,Passenger,Joint
1373614,11056,Superfast,Private
7016738,11055,Superfast,Govt
2937109,12728,Express,Private
5850441,12727,Superfast,Govt
9211926,17201,Passenger,Joint
4076586,17202,Superfast,Joint
6162742,12903,Superfast,Joint
3851003,12904,Passenger,Govt
2160027,16535,Express,Joint
1252946,16536,Local,Private
8246199,12419,Passenger,Joint
7360311,12420,Express,Joint
5932414,15232,Mail,Private
4918568,15118,Express,Joint
9386038,12406,Superfast,Joint
5993392,12410,Express,Joint
3019588,12409,Passenger,Joint
5923345,12405,Mail,Private
8660052,12556,Express,Private
7678120,12555,Passenger,Govt
8490519,15046,Local,Joint
7685922,15017,Mail,Govt
5360747,12592,Passenger,Private
5639061,12590,Superfast,Joint
5067157,19409,Passenger,Private
8789205,23154,Express,Private
2477018,13154,Passenger,Govt
2495628,13153,Passenger,Private
5184433,12738,Local,Private
9698157,12737,Superfast,Joint
8581604,1221,Mail,Joint
2039569,12615,Passenger,Govt
5818127,53520,Mail,Joint
8280928,57478,Local,Joint
8143835,19011,Express,Joint
7991051,19012,Mail,Private
2351544,12901,Local,Private
1974272,12902,Superfast,Govt
2592323,19110,Superfast,Private
9300963,19033,Passenger,Joint
1198025,19109,Express,Govt
9226447,19034,Express,Private
9243713,12917,Mail,Private
8089208,12918,Local,Joint
3808012,12659,Local,Govt
5885451,12660,Superfast,Private
2817462,16342,Superfast,Joint
9594629,16128,Express,Joint
2286253,12515,Passenger,Private
7090402,12509,Superfast,Private
2257356,12507,Express,Govt
8744386,6336,Local,Govt
3354476,15647,Express,Joint
7409040,15645,Express,Govt
2916743,15629,Local,Private
9607213,15635,Mail,Private
7481529,15630,Superfast,Govt
1307237,11124,Express,Private
7375025,11126,Mail,Private
8498561,12197,Passenger,Private
2116989,1016,Local,Private
3036331,11102,Mail,Private
4033206,11112,Local,Private
4325568,11032,Express,Govt
8355445,22131,Passenger,Private
4231834,11031,Passenger,Private
5835526,22132,Mail,Govt
9009630,12153,Passenger,Govt
5519524,12755,Express,Private
8244806,22613,Local,Joint
1949184,59812,Mail,Private
9234713,59811,Passenger,Joint
2782760,16592,Superfast,Joint
2246042,16591,Passenger,Joint
1177684,22939,Passenger,Private
7600909,9535,Passenger,Private
7872457,19577,Local,Govt
2670934,29059,Mail,Govt
2286111,12475,Local,Joint
2907400,22908,Superfast,Private
2326316,19578,Passenger,Joint
6722586,12998,Passenger,Private
6988280,22917,Superfast,Govt
3033390,19031,Local,Private
9300543,19105,Mail,Joint
2853060,14523,Local,Govt
7134853,17416,Superfast,Govt
7003461,17415,Passenger,Private
6055164,13164,Local,Joint
1331611,13163,Express,Private
5189058,12811,Mail,Private
1310637,13113,Mail,Private
9846166,13114,Passenger,Private
9711414,1653,Passenger,Joint
9366628,59394,Local,Joint
6539451,22184,Superfast,Govt
2833836,1659,Mail,Joint
8000708,12062,Express,Private
9981096,1267,Local,Private
5018628,1402,Express,Govt
2460356,12154,Mail,Govt
4429595,1658,Express,Joint
2943655,1652,Mail,Govt
3633313,2185,Express,Private
7434751,2189,Mail,Private
2256465,2191,Express,Govt
7292559,12364,Passenger,Govt
8836209,14609,Superfast,Govt
4962930,14610,Local,Govt
7229911,14553,Superfast,Private
3046985,14554,Local,Joint
2099522,14096,Express,Govt
4920436,52456,Express,Private
1469785,52455,Mail,Private
7107863,14095,Passenger,Govt
2974382,12331,Express,Joint
2982201,12332,Passenger,Joint
5594000,16317,Local,Govt
9965073,16318,Express,Joint
8633376,18448,Passenger,Govt
5319466,18447,Passenger,Govt
3655237,18508,Mail,Govt
2185023,12443,Mail,Joint
8879524,22614,Superfast,Private
9306376,22982,Local,Govt
2918780,4751,Express,Joint
3705839,13052,Local,Govt
2520776,13051,Passenger,Govt
1479318,56909,Passenger,Private
7212613,12261,Local,Govt
9096281,12221,Express,Joint
2958373,22832,Mail,Joint
9849717,12572,Express,Private
1079995,12664,Mail,Private
7822288,12833,Mail,Private
7416310,12809,Superfast,Private
4265566,12840,Passenger,Joint
4586397,12869,Passenger,Govt
6922038,16578,Superfast,Private
5042747,54601,Passenger,Private
4757621,2916,Express,Private
6203499,22916,Passenger,Govt
9637581,54834,Superfast,Joint
5382629,14012,Express,Private
4485899,4414,Express,Govt
5695707,2084,Superfast,Private
9769577,1088,Mail,Govt
3272444,8894,Local,Joint
3136494,12812,Passenger,Private
8159262,8612,Local,Private
6024089,18626,Express,Govt
6926025,22846,Passenger,Private
9364074,18624,Passenger,Private
8879812,18616,Superfast,Joint
8979093,18637,Express,Govt
8284794,12835,Express,Govt
4422330,8635,Superfast,Govt
5781810,8637,Mail,Private
4823584,2686,Local,Govt
9458644,12778,Express,Joint
8814380,1494,Passenger,Govt
9989521,56501,Local,Joint
8742271,17224,Local,Joint
6419017,17223,Superfast,Joint
7926434,12701,Local,Joint
1321753,12702,Superfast,Joint
3468560,12157,Passenger,Joint
3663524,12158,Superfast,Joint
5453641,19032,Passenger,Private
2103017,19106,Local,Govt
3325399,19610,Superfast,Joint
2896638,9639,Superfast,Joint
1417464,14116,Express,Joint
5073421,12053,Mail,Joint
3765891,22918,Express,Joint
5095063,4736,Superfast,Joint
9561155,12912,Passenger,Private
4316730,24887,Mail,Private
3593715,12370,Local,Govt
1465349,3116,Superfast,Private
3914844,12172,Express,Govt
1042281,3015,Superfast,Joint
3741731,15033,Express,Private
1879660,12063,Mail,Private
8093642,12834,Superfast,Joint
2680248,3001,Express,Joint
1176483,58013,Mail,Private
4428924,13063,Express,Private
8605725,13025,Mail,Private
7999624,58011,Mail,Joint
3592153,12262,Superfast,Private
8137329,12870,Superfast,Joint
7685502,15235,Passenger,Govt
6017716,53041,Express,Joint
9515498,12847,Superfast,Joint
9595617,2249,Superfast,Private
3809889,12385,Superfast,Private
1823548,12311,Passenger,Govt
8173340,12274,Express,Joint
8820523,13023,Mail,Govt
3186317,3057,Passenger,Govt
3863068,3067,Superfast,Private
4997070,18615,Superfast,Joint
6664961,3003,Express,Govt
9135699,13071,Local,Joint
6377451,12371,Express,Private
9160992,12307,Local,Joint
2345888,4824,Express,Private
7521448,15711,Passenger,Private
2441239,18005,Local,Joint
3022415,12353,Passenger,Private
1328423,2242,Mail,Joint
5598375,3061,Passenger,Govt
5646600,2870,Mail,Private
2673797,12839,Superfast,Govt
5338296,2841,Local,Private
6343997,53049,Passenger,Private
6379864,53003,Passenger,Joint
1391243,13011,Passenger,Govt
3578039,3465,Local,Private
1444805,12810,Local,Joint
3128403,12321,Superfast,Joint
2446890,22817,Passenger,Private
8500963,12323,Express,Joint
7296648,12249,Mail,Private
6316185,22309,Mail,Private
9491964,3063,Local,Joint
6537882,12906,Express,Joint
1686953,12867,Local,Govt
1856834,2241,Mail,Joint
6775844,12827,Local,Private
5589034,12222,Passenger,Joint
1821663,12837,Mail,Private
4562458,12895,Passenger,Govt
1848660,12887,Superfast,Govt
6298959,12881,Local,Joint
5614058,18627,Local,Joint
8050104,22891,Express,Private
9932291,18617,Local,Joint
6593992,13043,Passenger,Private
8449199,3029,Superfast,Govt
1823710,3043,Mail,Joint
6529997,3543,Passenger,Govt
1102421,22803,Express,Govt
2830087,22894,Express,Govt
5116642,22831,Mail,Private
9251425,13053,Superfast,Joint
5140246,12663,Local,Govt
5438099,22863,Express,Joint
3594525,12245,Passenger,Joint
1567345,12863,Local,Govt
2826818,2863,Passenger,Joint
6514676,7091,Local,Private
6391462,7028,Mail,Joint
5996092,17020,Express,Private
8232026,12720,Local,Joint
8187396,57130,Mail,Joint
9226785,7011,Passenger,Govt
8141140,7001,Superfast,Joint
7476884,7125,Local,Govt
7601432,17003,Express,Govt
3232876,11303,Local,Private
4633898,1032,Local,Joint
1220639,7003,Superfast,Private
7942812,6306,Mail,Govt
7692204,57563,Passenger,Govt
1608650,17014,Superfast,Joint
2085679,7115,Express,Joint
6146733,7109,Passenger,Joint
5986463,7166,Superfast,Govt
2229254,7429,Passenger,Govt
1735057,17005,Passenger,Private
8263802,7128,Express,Joint
3956556,7110,Superfast,Joint
6423646,7106,Passenger,Govt
5702028,7108,Express,Private
8568837,12603,Passenger,Govt
9923450,17031,Express,Joint
9567589,7165,Passenger,Joint
5653671,57550,Mail,Govt
9135011,22941,Local,Joint
8116147,19325,Local,Govt
3507401,14317,Mail,Govt
3521902,22183,Express,Govt
8905967,22185,Superfast,Private
6776304,11125,Superfast,Govt
2634577,22944,Mail,Joint
5049450,19312,Passenger,Govt
8613478,59307,Mail,Govt
9924566,9311,Local,Private
4609941,14319,Express,Joint
9077122,9302,Local,Joint
3527682,19801,Express,Joint
4671444,11701,Local,Govt
5037098,19324,Express,Joint
9393387,9307,Express,Govt
7448912,11471,Passenger,Joint
1791932,9728,Local,Private
7778786,12923,Passenger,Private
8879514,19313,Superfast,Private
7154592,9305,Passenger,Joint
1940564,19321,Local,Private
8752413,9309,Passenger,Private
8227420,21125,Mail,Govt
6074408,12227,Passenger,Private
6676863,19314,Superfast,Private
6422560,19310,Superfast,Joint
6917661,22105,Passenger,Joint
6665088,22106,Mail,Govt
4819579,18411,Superfast,Govt
9056356,18412,Passenger,Joint
6757347,15603,Express,Private
5072894,15720,Local,Private
6291256,15719,Superfast,Govt
6852869,13401,Superfast,Private
8782026,12383,Superfast,Govt
7487990,12384,Mail,Govt
1469757,12416,Superfast,Joint
3518347,13402,Superfast,Govt
7896274,15604,Local,Govt
2773110,12128,Local,Joint
9330730,12725,Superfast,Private
9960649,12127,Local,Private
1866536,12726,Mail,Joint
2572861,14316,Mail,Govt
5100587,19412,Superfast,Govt
4904055,12481,Superfast,Private
3442020,14211,Express,Govt
3905685,22610,Local,Govt
2317826,22609,Passenger,Joint
6955229,13504,Passenger,Govt
4248661,14212,Superfast,Private
2983056,12412,Mail,Joint
6574773,12411,Local,Private
9610713,13235,Mail,Joint
1266692,13236,Express,Govt
1227417,15616,Passenger,Private
7160422,15615,Express,Govt
9242623,15713,Passenger,Joint
4512775,12466,Express,Private
6789145,19802,Express,Private
2916268,12482,Superfast,Private
8636230,14315,Superfast,Private
5384852,15471,Express,Joint
9962594,15470,Superfast,Private
1849191,11452,Mail,Joint
7724783,15469,Superfast,Govt
5288992,15472,Passenger,Private
4623054,19323,Passenger,Govt
1612246,11451,Express,Joint
2659054,15714,Passenger,Govt
2404529,13465,Local,Joint
6000492,13466,Express,Private
5885230,12530,Mail,Joint
2061974,13225,Mail,Joint
7759011,13226,Express,Govt
8030225,12529,Express,Joint
5533886,22187,Express,Joint
2115784,22188,Local,Govt
3775151,18695,Local,Joint
4568157,12871,Mail,Govt
8046364,12872,Passenger,Govt
5080787,58112,Mail,Private
9493530,1705,Mail,Joint
8978171,19771,Mail,Private
7213265,12239,Superfast,Govt
1257698,12967,Superfast,Joint
7959470,12975,Passenger,Govt
2992533,19573,Mail,Joint
3892303,12973,Local,Private
5564489,54805,Express,Joint
3841368,9043,Mail,Joint
9952633,9047,Express,Govt
9753814,9025,Passenger,Joint
8641420,12979,Superfast,Govt
5905243,18103,Passenger,Private
2022013,12380,Mail,Govt
5160176,18104,Mail,Govt
3122575,12379,Passenger,Govt
8950985,12477,Superfast,Private
8388809,12414,Local,Joint
8005853,12207,Mail,Private
1391297,15654,Superfast,Govt
6716300,12588,Mail,Private
2133058,24033,Express,Govt
9847359,14033,Superfast,Private
8717884,24034,Passenger,Govt
1123956,14034,Passenger,Govt
1604990,12425,Superfast,Private
2196627,12426,Mail,Joint
9066521,13151,Passenger,Govt
4098106,11449,Mail,Private
2821956,19059,Local,Joint
2711779,12078,Superfast,Govt
3281548,12081,Superfast,Govt
5264630,12076,Local,Private
5572297,12077,Passenger,Joint
4537748,12075,Mail,Private
3212189,12082,Local,Joint
1373095,12051,Mail,Joint
3333842,12052,Local,Private
1652234,12084,Superfast,Joint
5268321,12068,Express,Private
1806695,12080,Superfast,Private
9801853,12067,Express,Joint
4586769,12071,Mail,Govt
8321660,12083,Mail,Private
7639833,13419,Passenger,Private
1350008,13205,Local,Joint
3066234,13206,Local,Govt
7693312,19107,Express,Private
8974814,12806,Mail,Private
1617256,19108,Passenger,Joint
4206446,12805,Superfast,Private
1638654,13420,Express,Joint
9622659,12070,Superfast,Joint
2274791,12023,Mail,Govt
6008510,12024,Passenger,Joint
5516735,12072,Express,Joint
4688660,12079,Local,Govt
2918045,12069,Local,Joint
3308290,11450,Passenger,Govt
1581464,19224,Mail,Joint
9204859,2208,Express,Govt
7901116,4132,Passenger,Private
2733045,19226,Mail,Govt
4220734,14502,Superfast,Private
5142902,12470,Local,Joint
7643658,2452,Superfast,Private
5660242,2172,Passenger,Govt
2828427,4038,Express,Private
9445379,18216,Mail,Joint
3607277,12550,Express,Govt
8869376,2530,Local,Private
1390982,5044,Superfast,Private
2108393,12476,Passenger,Private
2088518,3004,Express,Joint
2601410,22942,Local,Private
8293812,9308,Superfast,Govt
2500458,12478,Express,Joint
2508149,19804,Express,Private
5115640,18110,Express,Joint
6230684,2445,Mail,Private
2866350,14714,Local,Govt
2232844,4734,Superfast,Joint
6163902,5720,Express,Private
4009606,13160,Passenger,Joint
9350012,22181,Mail,Govt
4263400,12160,Mail,Joint
2586695,1753,Superfast,Private
6602653,1755,Mail,Joint
7146584,58870,Passenger,Joint
5262050,58868,Express,Joint
4307258,1731,Local,Joint
5816964,1702,Passenger,Joint
8491402,1707,Local,Joint
3708351,12188,Local,Govt
7230132,2188,Passenger,Private
8404172,1709,Passenger,Joint
3855890,1674,Mail,Govt
8206910,11472,Local,Govt
3264596,11702,Local,Joint
9811472,11652,Passenger,Private
3168022,12061,Local,Joint
9397224,12192,Mail,Private
2563385,58840,Local,Govt
3838233,2181,Passenger,Joint
4016875,1656,Superfast,Private
7583467,51701,Local,Joint
2771524,1265,Superfast,Joint
1830584,11466,Local,Govt
5598524,11464,Passenger,Joint
6807236,12194,Mail,Govt
4432212,18212,Passenger,Private
2595558,8002,Superfast,Private
7848172,15941,Superfast,Joint
7342581,12874,Local,Govt
7354057,12818,Mail,Joint
9488833,12873,Mail,Joint
9107301,12817,Superfast,Joint
9734143,11077,Passenger,Govt
3966470,11078,Passenger,Private
8418449,12825,Local,Private
9689589,12826,Local,Joint
6418540,11103,Express,Private
1128799,11109,Express,Joint
1311796,13072,Superfast,Joint
8723294,12101,Superfast,Private
8945892,12102,Express,Govt
9770418,14802,Superfast,Govt
3459662,16508,Mail,Govt
4629789,22484,Local,Joint
5490705,52546,Superfast,Govt
2166886,52549,Superfast,Joint
5954928,52547,Passenger,Private
4996194,52548,Express,Private
5474459,52574,Passenger,Joint
6648071,12404,Express,Govt
9921221,54806,Mail,Joint
9530098,9426,Local,Govt
1044735,12035,Mail,Govt
7544592,9622,Local,Govt
9594137,9626,Mail,Private
7427850,3564,Passenger,Private
8949335,19781,Local,Joint
2635914,14807,Passenger,Private
5643576,12240,Mail,Govt
1735319,12956,Passenger,Govt
7498063,9725,Local,Govt
6796168,22934,Express,Private
1498014,9044,Local,Private
3129669,9028,Passenger,Private
3215835,9048,Local,Govt
9154788,9026,Express,Govt
4217482,9034,Passenger,Govt
7903258,9731,Mail,Joint
3903304,12980,Local,Govt
2760545,12468,Express,Joint
7715098,19711,Passenger,Govt
9624873,59805,Mail,Private
5830717,12970,Express,Joint
2416877,19717,Mail,Joint
1082330,9705,Express,Joint
1147616,22986,Mail,Private
2697710,12986,Local,Private
2115337,18214,Local,Govt
7289087,8214,Superfast,Joint
1987868,9717,Passenger,Joint
7440793,9769,Mail,Govt
8378623,54833,Mail,Govt
1596409,9703,Mail,Govt
7520447,12974,Express,Govt
5572845,22478,Local,Joint
7181258,9727,Superfast,Joint
1151129,19715,Mail,Govt
2431557,9707,Superfast,Joint
5315085,12968,Passenger,Govt
3557246,12976,Local,Govt
8134023,11204,Express,Govt
2339927,4551,Express,Govt
4442267,19574,Mail,Joint
2131714,12940,Mail,Joint
1251359,9759,Express,Private
2374401,59802,Local,Govt
1515835,9736,Express,Joint
7847974,19713,Passenger,Joint
8697517,9715,Passenger,Govt
1548924,9713,Local,Private
3037402,22695,Superfast,Joint
5620047,9767,Passenger,Govt
4664544,12992,Superfast,Govt
4450873,9721,Express,Joint
4133966,6512,Superfast,Govt
1063822,2696,Local,Private
3418710,6530,Superfast,Govt
2652600,22696,Passenger,Private
4432237,19064,Passenger,Govt
4435101,22932,Passenger,Joint
9138799,9046,Superfast,Joint
5967102,14701,Passenger,Govt
1816924,14660,Local,Private
6152435,12372,Mail,Joint
9931303,9710,Superfast,Govt
4778268,14809,Superfast,Joint
3565973,4802,Passenger,Private
7502937,14703,Passenger,Govt
8491632,53140,Passenger,Private
2661228,15605,Local,Private
9754319,54801,Express,Private
2315976,9618,Local,Private
6047517,9614,Express,Private
8320052,9020,Mail,Govt
4242316,19056,Passenger,Govt
5261906,54812,Mail,Joint
4087222,54704,Superfast,Joint
5807550,22481,Superfast,Govt
1560887,14801,Superfast,Govt
3120096,22483,Superfast,Joint
3757310,4823,Mail,Govt
1793568,12308,Local,Govt
8312071,22477,Mail,Private
8965813,14810,Mail,Private
6717879,4801,Express,Private
9423651,14889,Local,Private
7902602,16126,Superfast,Joint
4656746,4825,Superfast,Private
2957198,18474,Mail,Joint
4275447,4821,Local,Govt
9422808,14682,Local,Private
5951853,52551,Express,Private
8521202,52559,Passenger,Joint
2050376,12569,Express,Govt
4752823,3586,Local,Joint
5314628,18420,Express,Joint
4635918,12570,Superfast,Private
2098277,13136,Express,Govt
2669745,1050,Local,Private
5252411,5513,Passenger,Private
2350414,18606,Superfast,Private
1980011,2698,Express,Joint
1867350,14257,Local,Private
8120169,7116,Express,Joint
4586915,17651,Local,Private
9204647,12786,Local,Joint
8387210,7686,Local,Joint
8314127,17616,Local,Joint
4456731,2759,Passenger,Private
4847301,17604,Superfast,Joint
9773454,16354,Local,Govt
7975641,6308,Express,Govt
2907454,14020,Local,Joint
2100476,12226,Local,Govt
6773113,12225,Express,Govt
2987743,57626,Express,Joint
2569667,57625,Mail,Joint
1289899,57257,Local,Joint
4407843,7212,Superfast,Private
7687453,14723,Passenger,Private
4689936,14724,Local,Joint
4691111,18478,Passenger,Private
9097256,12312,Passenger,Joint
3736627,12006,Express,Private
9595681,12005,Local,Joint
6024386,12012,Express,Joint
1242278,12011,Passenger,Govt
9098365,52453,Local,Joint
6909640,15667,Passenger,Joint
5589336,11071,Express,Private
3851244,11072,Local,Private
7332868,15959,Passenger,Govt
4712411,15960,Passenger,Private
5235075,15657,Passenger,Private
4970206,25657,Express,Joint
5320826,15658,Superfast,Govt
9072712,25658,Express,Private
4767950,13150,Passenger,Private
7627844,13149,Express,Govt
5763591,18001,Superfast,Private
8221204,18002,Express,Joint
4578467,14019,Mail,Joint
1844260,16517,Superfast,Joint
2944767,12665,Local,Private
6773015,12634,Superfast,Govt
5533969,16381,Local,Joint
5478973,12633,Mail,Govt
4079612,16526,Mail,Private
2562880,16175,Local,Private
1862130,22511,Superfast,Joint
5851520,15612,Express,Govt
9057920,22512,Express,Joint
7904172,15611,Local,Joint
9355039,2001,Superfast,Govt
6868623,12627,Express,Govt
7109716,12628,Mail,Govt
3451442,12934,Passenger,Joint
6324505,12933,Local,Private
4090861,16523,Superfast,Govt
1831883,14258,Passenger,Joint
9341368,9021,Mail,Govt
4507059,16021,Passenger,Govt
5173718,16022,Express,Private
5917400,13028,Express,Joint
5890254,13027,Mail,Private
8108046,19709,Local,Govt
1660533,12949,Express,Joint
2840910,16516,Superfast,Private
9296842,17606,Express,Govt
2380335,17639,Express,Govt
4976232,7337,Local,Private
7259971,22117,Mail,Joint
2915113,22119,Passenger,Private
3552315,7129,Mail,Joint
1679923,2760,Local,Private
1910455,17615,Superfast,Private
6758534,7615,Express,Private
9972156,17652,Mail,Govt
4872157,16353,Superfast,Private
7976253,6307,Passenger,Private
8293716,17641,Superfast,Govt
8650050,57620,Local,Govt
